V2	V3	Species	taxid
SRR15115265.15186594	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.20882633	Paraflavitalea soli (taxid 2315862)	Paraflavitalea soli	2315862
SRR15115265.8358340	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.10199958	Stenotrophomonas maltophilia (taxid 40324)	Stenotrophomonas maltophilia	40324
SRR15115265.18825077	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.22364802	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.10491248	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.18205533	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.3903477	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.4517007	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.4517016	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.14631820	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.14633189	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.2034539	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.671561	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.11962939	Neisseria zalophi (taxid 640030)	Neisseria zalophi	640030
SRR15115265.22148289	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.22148650	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.9790277	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.21827579	Paracoccus mutanolyticus (taxid 1499308)	Paracoccus mutanolyticus	1499308
SRR15115265.6336156	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.18863534	Paracoccus mutanolyticus (taxid 1499308)	Paracoccus mutanolyticus	1499308
SRR15115265.14159399	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.1173192	Paracoccus mutanolyticus (taxid 1499308)	Paracoccus mutanolyticus	1499308
SRR15115265.1362316	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.22140623	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.7227130	Paracoccus sanguinis (taxid 1545044)	Paracoccus sanguinis	1545044
SRR15115265.13422219	Paracoccus sanguinis (taxid 1545044)	Paracoccus sanguinis	1545044
SRR15115265.3623336	Paracoccus sanguinis (taxid 1545044)	Paracoccus sanguinis	1545044
SRR15115265.11813467	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.3520536	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.2786997	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.10995813	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.11055522	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.18467383	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.8243957	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.2356764	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.13657431	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.19862104	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.3603443	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.13478013	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.19232079	Acinetobacter baumannii (taxid 470)	Acinetobacter baumannii	470
SRR15115265.9088659	Paracoccus mutanolyticus (taxid 1499308)	Paracoccus mutanolyticus	1499308
SRR15115265.10307321	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.2335635	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.2890338	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.17093122	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.15269685	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.18839546	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.16042943	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.18803631	Acinetobacter baumannii (taxid 470)	Acinetobacter baumannii	470
SRR15115265.12770228	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.12770583	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.16448160	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.19723512	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.2108895	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.18730062	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.3159596	Massilia sp. NR 4-1 (taxid 1678028)	Massilia sp. NR 4-1	1678028
SRR15115265.1224451	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.9549174	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.1376427	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.11403769	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.5334622	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.2304229	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.7397838	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.7509873	Lachnospiraceae bacterium oral taxon 500 (taxid 712991)	Lachnospiraceae bacterium oral taxon 500	712991
SRR15115265.1728247	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.2596219	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.20598879	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.7843581	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.7714318	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.1781827	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.3923766	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.10814150	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.3240293	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.19407145	Glaesserella sp. 15-184 (taxid 2030797)	Glaesserella sp. 15-184	2030797
SRR15115265.17534341	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.17535371	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.2475763	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.10987511	Cupriavidus basilensis (taxid 68895)	Cupriavidus basilensis	68895
SRR15115265.3433497	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.21443968	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.17466323	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.17466822	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.14786843	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.16324750	Bordetella sp. H567 (taxid 1697043)	Bordetella sp. H567	1697043
SRR15115265.19642098	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.10310888	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.4164096	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.750345	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.3509497	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.8086192	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.7000305	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.3324127	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.7393857	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.18592367	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.7514252	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.21051325	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.501565	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.8089871	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.18781251	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.11811455	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.19843182	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.19848819	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.13790559	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.19432888	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.20244701	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.12701983	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.5581714	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.339387	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115265.7679494	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.11235124	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.12401342	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.21690945	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.20555118	Ralstonia solanacearum (taxid 305)	Ralstonia solanacearum	305
SRR15115265.10925160	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.10925859	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.21001233	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.21003612	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.2167262	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.7210907	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.19156296	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.20462163	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.3148426	Paracoccus mutanolyticus (taxid 1499308)	Paracoccus mutanolyticus	1499308
SRR15115265.17410108	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.3037222	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.12167850	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.22325010	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.21397870	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.206353	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.3841068	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.15223950	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.432062	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.22012569	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.4265804	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.4265842	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.2321755	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.14325945	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.4022753	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.7056178	Cupriavidus basilensis (taxid 68895)	Cupriavidus basilensis	68895
SRR15115265.21629469	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.9399758	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.21339832	Pseudomonas monteilii (taxid 76759)	Pseudomonas monteilii	76759
SRR15115265.18532525	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.6747816	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.2003001	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.6581349	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.15287385	Faecalibacterium prausnitzii (taxid 853)	Faecalibacterium prausnitzii	853
SRR15115265.17800710	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.1909769	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.19820245	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.17015163	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.14507895	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.21852482	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.18531691	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.16815527	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.8061286	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.19264036	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.6000342	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.12921824	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.20453551	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.513851	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.12618997	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.20640824	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.273179	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.15855612	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.12425745	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.16515681	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.18641676	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.87871	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.2194333	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.15464037	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.913350	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.6570006	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.13556282	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.13558251	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.14891697	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.17374004	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.7414755	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.14261379	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.959129	Bacillus atrophaeus (taxid 1452)	Bacillus atrophaeus	1452
SRR15115265.1790055	Bacillus atrophaeus (taxid 1452)	Bacillus atrophaeus	1452
SRR15115265.6702740	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.94842	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.6718963	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.13131193	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.7500663	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.12445418	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.16689102	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115265.9713512	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.11768826	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.3392502	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.9754886	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.7943697	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.22355587	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.21761853	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.17015628	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.9968316	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115265.22357276	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115265.6270069	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.11818195	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.16846193	Comamonas kerstersii (taxid 225992)	Comamonas kerstersii	225992
SRR15115265.18496859	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115265.3662353	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.20013738	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.20015717	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.21574831	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.12055341	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115265.6833814	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.17218860	Thalassotalea sp. PS06 (taxid 2594005)	Thalassotalea sp. PS06	2594005
SRR15115265.14089529	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.10951165	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.11412264	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.1450091	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.20930263	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.16673377	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.20589947	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115265.20980890	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.8235367	Thalassotalea sp. PS06 (taxid 2594005)	Thalassotalea sp. PS06	2594005
SRR15115265.7093423	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.14324831	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.5645700	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.21127754	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.1219006	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.9069454	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.17255330	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.20168465	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.4605931	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.13068970	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.18924460	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.18446102	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.18448093	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.15438986	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.16414303	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.14749257	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.12042296	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.15970185	Thalassotalea sp. PS06 (taxid 2594005)	Thalassotalea sp. PS06	2594005
SRR15115265.2831126	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.4354921	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.14105703	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.11395812	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.22185318	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.20354734	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.2584350	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.11991410	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.11517523	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.20941990	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.261731	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115265.2003463	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.3077404	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.3106235	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.21874209	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.6406714	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.18035155	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.8679282	Thalassotalea sp. PS06 (taxid 2594005)	Thalassotalea sp. PS06	2594005
SRR15115265.14365676	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.9598610	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.2678402	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.6851942	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.16360724	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.1981477	Thalassotalea sp. PS06 (taxid 2594005)	Thalassotalea sp. PS06	2594005
SRR15115265.20396565	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.13939240	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.17429101	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115265.8524234	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
