V2	V3	Species	taxid
SRR15115262.2511292	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2626256	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2981742	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.3297749	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.3547701	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.3684971	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.4255072	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.5260162	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.5771561	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6055301	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6127622	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6146015	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6225378	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6546813	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6704694	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7019572	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7019794	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7062856	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7131101	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7407732	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7664141	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.8324208	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9091398	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9093183	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9149264	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9268191	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9614374	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9624158	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9897519	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9897626	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10184738	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10365993	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10426380	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10579772	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10619266	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10658783	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10730818	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10743701	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10771952	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10777992	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10781128	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10796856	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.11062496	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.11104917	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.11501575	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.11502320	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.11890467	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12552881	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12552893	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12577075	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12614804	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12614803	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12674473	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12696477	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12697338	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12930556	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13186365	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13186426	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13354589	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13394854	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13658027	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13661270	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13959331	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.14184319	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.14184423	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.14205032	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.14330838	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.14729370	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15123445	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15588875	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15589531	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15623173	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15649352	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15806521	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16028585	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16346820	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16587817	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16587903	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16617112	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16743872	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16812097	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16812133	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17337440	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17372063	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17390319	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17590467	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17686758	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17732039	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17929188	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18180994	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18187054	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18651673	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18712707	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19541319	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19621291	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19663253	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19866677	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19981911	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19997042	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.20032714	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.20032954	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.20360843	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.20362106	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.3161232	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6364518	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6758092	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9254815	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9962067	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15329397	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17931910	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18677709	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19142127	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19141570	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19292720	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6537890	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17061121	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7698088	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.1421911	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.1586027	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2207145	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.3907430	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.4428531	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6095950	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6176725	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9921312	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9920735	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.11870715	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15232087	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17034651	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18149585	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18788301	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.20007269	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.1821650	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2334586	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.14579938	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.14580427	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.14959242	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15583593	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2921658	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10641136	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.524352	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15048673	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15051189	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.295866	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.750811	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.751243	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.3574285	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.5743370	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6794917	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7088895	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.8154298	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.8160449	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10284816	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13017508	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13427064	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16407705	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16577030	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17475115	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18279983	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18880784	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.20196714	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10544969	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10545263	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12801393	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2965452	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6479322	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6774118	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12646828	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.14240209	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16920017	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18324641	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18818843	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.20005563	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.1405058	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.1514151	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.1514381	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13058366	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.905418	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15471329	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2510020	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.11382802	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.11382870	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12726982	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13055505	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13055747	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17084223	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19797183	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.20000591	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7765580	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2175536	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7413911	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.897411	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.1216735	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.1518429	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.1723575	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2055879	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2759503	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2870263	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.2949409	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.3455737	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.4829451	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.4999492	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.5022027	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.5214364	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.5218385	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.5301504	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.5407924	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.5427418	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6057114	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.6934423	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7473214	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.8705384	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9332133	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.9428604	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.10936160	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.12157984	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.13473415	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.14329594	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15423783	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.15460397	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16726101	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17096324	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17096425	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17355073	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17654402	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.18814572	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.19671230	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.20060584	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.20060693	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.8949712	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.275821	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16049766	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.1367491	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.16336910	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.13343698	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.10941242	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.11095968	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115262.10237415	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.16363409	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.11380219	Stenotrophomonas maltophilia (taxid 40324)	Stenotrophomonas maltophilia	40324
SRR15115262.14364769	Stenotrophomonas maltophilia (taxid 40324)	Stenotrophomonas maltophilia	40324
SRR15115262.12688641	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.1269890	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.3823312	Stenotrophomonas maltophilia (taxid 40324)	Stenotrophomonas maltophilia	40324
SRR15115262.6840596	Stenotrophomonas maltophilia (taxid 40324)	Stenotrophomonas maltophilia	40324
SRR15115262.4018835	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.13037245	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.16520060	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.10157042	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.17585072	Stenotrophomonas maltophilia (taxid 40324)	Stenotrophomonas maltophilia	40324
SRR15115262.5897354	Stenotrophomonas maltophilia (taxid 40324)	Stenotrophomonas maltophilia	40324
SRR15115262.9283826	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.14330059	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.5192648	Vulgatibacter incomptus (taxid 1391653)	Vulgatibacter incomptus	1391653
SRR15115262.19830851	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.13002884	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.15991808	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115262.4559053	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115262.11249286	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115262.15910756	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.11854919	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.13255422	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.9661957	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.9662104	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.12483717	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115262.9502558	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.543008	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115262.7608752	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.2592510	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.15252663	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.2816546	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.15333697	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.19732265	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.138249	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115262.5235642	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115262.20143010	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.16646547	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.7126897	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115262.17923397	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.9860748	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.8638545	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.1826146	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.9614485	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.5131691	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.3664986	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.3208443	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.1793485	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.18819593	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.7498698	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.19673276	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.3951009	Pseudomonas aeruginosa (taxid 287)	Pseudomonas aeruginosa	287
SRR15115262.20221342	Paracoccus mutanolyticus (taxid 1499308)	Paracoccus mutanolyticus	1499308
SRR15115262.3412673	Paracoccus mutanolyticus (taxid 1499308)	Paracoccus mutanolyticus	1499308
SRR15115262.4256180	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.4075019	Ralstonia solanacearum (taxid 305)	Ralstonia solanacearum	305
SRR15115262.16621976	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115262.15138108	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.15138119	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.17557590	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.799581	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.1374710	Weissella jogaejeotgali (taxid 1631871)	Weissella jogaejeotgali	1631871
SRR15115262.13438279	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.16407753	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.16407909	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.6394219	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.9590451	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.15226879	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.6803610	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.15012714	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.4984341	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.14371381	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.6740353	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.5893547	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.7945101	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115262.10649102	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115262.8331519	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115262.82631	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
