ID,Species,Taxid,RefID
SRR15115267.10022548,Delftia_tsuruhatensis,180282,NZ_CP045291.1
SRR15115267.10022548,Delftia_tsuruhatensis,180282,NZ_CP045291.1
SRR15115267.10041771,Methylobacterium_sp._17Sr1-43,2202828,NZ_CP029551.1
SRR15115267.10041771,Methylobacterium_sp._17Sr1-43,2202828,NZ_CP029551.1
SRR15115267.10041771,Methylobacterium_sp._17Sr1-43,2202828,NZ_CP029551.1
SRR15115267.10041771,Methylobacterium_sp._17Sr1-43,2202828,NZ_CP029551.1
SRR15115267.10044036,Clostridium_botulinum,1491,NZ_CP027778.1
SRR15115267.10201827,Cutibacterium_acnes,1747,NZ_CP013693.1
SRR15115267.10201827,Cutibacterium_acnes,1747,NZ_CP013693.1
SRR15115267.10201827,Cutibacterium_acnes,1747,NZ_CP013693.1
SRR15115267.10201827,Cutibacterium_acnes,1747,NZ_CP013693.1
SRR15115267.102909,Ralstonia_insidiosa,190721,NZ_CP016023.1
SRR15115267.102909,Ralstonia_insidiosa,190721,NZ_CP016023.1
SRR15115267.102909,Ralstonia_insidiosa,190721,NZ_CP016023.1
SRR15115267.102909,Ralstonia_insidiosa,190721,NZ_CP016023.1
SRR15115267.10370263,Cutibacterium_acnes,1747,NZ_CP012352.1
SRR15115267.10370263,Cutibacterium_acnes,1747,NZ_CP012352.1
SRR15115267.10370263,Cutibacterium_acnes,1747,NZ_CP012352.1
SRR15115267.10370263,Cutibacterium_acnes,1747,NZ_CP012352.1
SRR15115267.10698133,Delftia_tsuruhatensis,180282,NZ_CP045291.1
SRR15115267.10723278,Acinetobacter_guillouiae,106649,NZ_AP014630.1
SRR15115267.10723278,Acinetobacter_guillouiae,106649,NZ_AP014630.1
SRR15115267.10723278,Acinetobacter_guillouiae,106649,NZ_AP014630.1
SRR15115267.10723278,Acinetobacter_guillouiae,106649,NZ_AP014630.1
SRR15115267.10723366,Acinetobacter_guillouiae,106649,NZ_AP014630.1
SRR15115267.10723366,Acinetobacter_guillouiae,106649,NZ_AP014630.1
SRR15115267.10733215,Ralstonia_insidiosa,190721,NZ_CP016022.1
SRR15115267.10733215,Ralstonia_insidiosa,190721,NZ_CP016022.1
SRR15115267.10733215,Ralstonia_insidiosa,190721,NZ_CP016022.1
SRR15115267.10733215,Ralstonia_insidiosa,190721,NZ_CP016022.1
SRR15115267.10758004,Clostridium_botulinum,1491,NZ_CP027778.1
SRR15115267.10794673,Mycoplasma_hyorhinis,2100,NZ_CP016817.1
SRR15115267.10794673,Mycoplasma_hyorhinis,2100,NZ_CP016817.1
SRR15115267.10800763,Ralstonia_insidiosa,190721,NZ_CP016023.1
SRR15115267.10800763,Ralstonia_insidiosa,190721,NZ_CP016023.1
SRR15115267.10800763,Ralstonia_insidiosa,190721,NZ_CP016023.1
SRR15115267.10800763,Ralstonia_insidiosa,190721,NZ_CP016023.1
SRR15115267.11059958,Pantoea_agglomerans,549,NZ_CP016889.1
SRR15115267.11059958,Pantoea_agglomerans,549,NZ_CP016889.1
SRR15115267.11059958,Pantoea_agglomerans,549,NZ_CP016889.1
SRR15115267.11059958,Pantoea_agglomerans,549,NZ_CP016889.1
SRR15115267.11154694,Micrococcus_luteus,1270,NZ_CP041689.1
SRR15115267.11154694,Micrococcus_luteus,1270,NZ_CP041689.1
SRR15115267.11222595,Cutibacterium_acnes,1747,NZ_CP033718.1
SRR15115267.11222595,Cutibacterium_acnes,1747,NZ_CP033718.1
